YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2015/03,Structural Fires,Brooklyn,797,3:41
2015/03,Structural Fires,Queens,436,4:40
2015/02,All Fire/Emergency Incidents,New York City,47056,5:16
2015/02,All Fire/Emergency Incidents,Manhattan,12327,5:23
2015/02,All Fire/Emergency Incidents,Bronx,8881,5:31
2015/02,All Fire/Emergency Incidents,Staten Island,2442,5:28
2015/02,All Fire/Emergency Incidents,Brooklyn,13709,4:46
2015/02,All Fire/Emergency Incidents,Queens,9697,5:32
2015/02,False Alarm,New York City,1347,5:01
2015/02,False Alarm,Manhattan,273,5:09
2015/02,False Alarm,Bronx,286,4:53
2015/02,False Alarm,Staten Island,129,5:01
2015/02,False Alarm,Brooklyn,386,4:35
2015/02,False Alarm,Queens,273,5:39
2015/02,Medical Emergencies,New York City,17420,4:43
2015/02,Medical Emergencies,Manhattan,4451,4:56
2015/02,Medical Emergencies,Bronx,3417,5:01
2015/02,Medical Emergencies,Staten Island,910,4:48
2015/02,Medical Emergencies,Brooklyn,5056,4:17
2015/02,Medical Emergencies,Queens,3586,4:50
2015/02,Medical False Alarm,New York City,194,4:41
2015/02,Medical False Alarm,Manhattan,51,4:44
2015/02,Medical False Alarm,Bronx,41,5:10
2015/02,Medical False Alarm,Staten Island,3,4:36
2015/02,Medical False Alarm,Brooklyn,58,4:01
2015/02,Medical False Alarm,Queens,41,5:00
2015/02,NonMedical Emergencies,New York City,23145,5:45
2015/02,NonMedical Emergencies,Manhattan,6361,5:43
2015/02,NonMedical Emergencies,Bronx,4414,6:00
2015/02,NonMedical Emergencies,Staten Island,1274,6:00
2015/02,NonMedical Emergencies,Brooklyn,6374,5:18
2015/02,NonMedical Emergencies,Queens,4722,6:06
2015/02,NonStructural Fires,New York City,2650,4:36
2015/02,NonStructural Fires,Manhattan,618,4:53
2015/02,NonStructural Fires,Bronx,234,4:45
2015/02,NonStructural Fires,Staten Island,23,4:07
2015/02,NonStructural Fires,Brooklyn,1109,4:10
2015/02,NonStructural Fires,Queens,666,5:03
2015/02,Structural Fires,New York City,2300,4:20
2015/02,Structural Fires,Manhattan,573,4:35
2015/02,Structural Fires,Bronx,489,4:25
2015/02,Structural Fires,Staten Island,103,4:36
2015/02,Structural Fires,Brooklyn,726,3:57
2015/02,Structural Fires,Queens,409,4:29
2015/01,All Fire/Emergency Incidents,New York City,46482,4:55
2015/01,All Fire/Emergency Incidents,Manhattan,12517,5:04
2015/01,All Fire/Emergency Incidents,Bronx,9230,5:09
2015/01,All Fire/Emergency Incidents,Staten Island,2390,5:05
2015/01,All Fire/Emergency Incidents,Brooklyn,13104,4:24
2015/01,All Fire/Emergency Incidents,Queens,9241,5:12
2015/01,False Alarm,New York City,1360,4:47
2015/01,False Alarm,Manhattan,335,4:51
2015/01,False Alarm,Bronx,267,5:03
2015/01,False Alarm,Staten Island,102,4:53
2015/01,False Alarm,Brooklyn,380,4:21
2015/01,False Alarm,Queens,276,4:58
2015/01,Medical Emergencies,New York City,20068,4:35
2015/01,Medical Emergencies,Manhattan,5170,4:48
2015/01,Medical Emergencies,Bronx,4080,4:49
2015/01,Medical Emergencies,Staten Island,962,4:44
2015/01,Medical Emergencies,Brooklyn,5680,4:09
2015/01,Medical Emergencies,Queens,4176,4:44
2015/01,Medical False Alarm,New York City,207,4:21
2015/01,Medical False Alarm,Manhattan,47,4:39
2015/01,Medical False Alarm,Bronx,32,4:48
2015/01,Medical False Alarm,Staten Island,7,3:46
2015/01,Medical False Alarm,Brooklyn,74,4:12
2015/01,Medical False Alarm,Queens,47,4:06
2015/01,NonMedical Emergencies,New York City,20840,5:18
2015/01,NonMedical Emergencies,Manhattan,5975,5:20
2015/01,NonMedical Emergencies,Bronx,4142,5:34
2015/01,NonMedical Emergencies,Staten Island,1157,5:29
2015/01,NonMedical Emergencies,Brooklyn,5628,4:46
2015/01,NonMedical Emergencies,Queens,3938,5:44
2015/01,NonStructural Fires,New York City,1637,4:22
2015/01,NonStructural Fires,Manhattan,401,4:38
2015/01,NonStructural Fires,Bronx,171,4:26
2015/01,NonStructural Fires,Staten Island,47,4:28
2015/01,NonStructural Fires,Brooklyn,634,3:59
2015/01,NonStructural Fires,Queens,384,4:41
2015/01,Structural Fires,New York City,2370,4:07
2015/01,Structural Fires,Manhattan,589,4:21
2015/01,Structural Fires,Bronx,538,4:15
2015/01,Structural Fires,Staten Island,115,4:09
2015/01,Structural Fires,Brooklyn,708,3:36
2015/01,Structural Fires,Queens,420,4:31
2014/12,All Fire/Emergency Incidents,New York City,42575,4:47
2014/12,All Fire/Emergency Incidents,Manhattan,11383,5:04
2014/12,All Fire/Emergency Incidents,Bronx,8773,4:56
2014/12,All Fire/Emergency Incidents,Staten Island,2020,4:44
2014/12,All Fire/Emergency Incidents,Brooklyn,12036,4:18
2014/12,All Fire/Emergency Incidents,Queens,8363,4:59
2014/12,False Alarm,New York City,1412,4:43
2014/12,False Alarm,Manhattan,331,5:17
2014/12,False Alarm,Bronx,313,4:35
2014/12,False Alarm,Staten Island,115,4:18
2014/12,False Alarm,Brooklyn,358,4:11
2014/12,False Alarm,Queens,295,4:59
2014/12,Medical Emergencies,New York City,20037,4:29
2014/12,Medical Emergencies,Manhattan,5432,4:45
2014/12,Medical Emergencies,Bronx,3903,4:36
2014/12,Medical Emergencies,Staten Island,963,4:33
2014/12,Medical Emergencies,Brooklyn,5667,4:05
2014/12,Medical Emergencies,Queens,4072,4:40
2014/12,Medical False Alarm,New York City,260,4:33
2014/12,Medical False Alarm,Manhattan,67,4:29
2014/12,Medical False Alarm,Bronx,45,5:00
2014/12,Medical False Alarm,Staten Island,11,4:37
2014/12,Medical False Alarm,Brooklyn,87,3:59
2014/12,Medical False Alarm,Queens,50,5:18
2014/12,NonMedical Emergencies,New York City,17657,5:08
2014/12,NonMedical Emergencies,Manhattan,4848,5:24
2014/12,NonMedical Emergencies,Bronx,3791,5:19
2014/12,NonMedical Emergencies,Staten Island,754,5:01
2014/12,NonMedical Emergencies,Brooklyn,4972,4:37
2014/12,NonMedical Emergencies,Queens,3292,5:22
2014/12,NonStructural Fires,New York City,715,4:19
2014/12,NonStructural Fires,Manhattan,179,4:28
2014/12,NonStructural Fires,Bronx,115,4:43
2014/12,NonStructural Fires,Staten Island,42,4:17
2014/12,NonStructural Fires,Brooklyn,215,3:41
2014/12,NonStructural Fires,Queens,164,4:43
2014/12,Structural Fires,New York City,2494,4:11
2014/12,Structural Fires,Manhattan,526,4:15
2014/12,Structural Fires,Bronx,606,4:20
2014/12,Structural Fires,Staten Island,135,4:39
2014/12,Structural Fires,Brooklyn,737,3:42
2014/12,Structural Fires,Queens,490,4:33
2014/11,All Fire/Emergency Incidents,New York City,43189,4:48
2014/11,All Fire/Emergency Incidents,Manhattan,11828,5:04
2014/11,All Fire/Emergency Incidents,Bronx,8571,4:59
2014/11,All Fire/Emergency Incidents,Staten Island,2040,4:51
2014/11,All Fire/Emergency Incidents,Brooklyn,12076,4:17
2014/11,All Fire/Emergency Incidents,Queens,8674,5:01
2014/11,False Alarm,New York City,1561,4:40
2014/11,False Alarm,Manhattan,321,5:04
2014/11,False Alarm,Bronx,341,4:46
2014/11,False Alarm,Staten Island,140,4:24
2014/11,False Alarm,Brooklyn,391,4:16
2014/11,False Alarm,Queens,368,4:43
2014/11,Medical Emergencies,New York City,19204,4:29
2014/11,Medical Emergencies,Manhattan,5304,4:42
2014/11,Medical Emergencies,Bronx,3659,4:36
2014/11,Medical Emergencies,Staten Island,899,4:41
2014/11,Medical Emergencies,Brooklyn,5443,4:05
2014/11,Medical Emergencies,Queens,3899,4:39
2014/11,Medical False Alarm,New York City,277,4:22
2014/11,Medical False Alarm,Manhattan,66,4:44
2014/11,Medical False Alarm,Bronx,44,4:36
2014/11,Medical False Alarm,Staten Island,11,4:28
2014/11,Medical False Alarm,Brooklyn,89,3:43
2014/11,Medical False Alarm,Queens,67,4:42
2014/11,NonMedical Emergencies,New York City,18642,5:10
2014/11,NonMedical Emergencies,Manhattan,5339,5:23
2014/11,NonMedical Emergencies,Bronx,3777,5:23
2014/11,NonMedical Emergencies,Staten Island,790,5:09
2014/11,NonMedical Emergencies,Brooklyn,5127,4:33
2014/11,NonMedical Emergencies,Queens,3609,5:28
2014/11,NonStructural Fires,New York City,943,4:24
2014/11,NonStructural Fires,Manhattan,237,4:38
2014/11,NonStructural Fires,Bronx,176,4:42
2014/11,NonStructural Fires,Staten Island,66,4:44
2014/11,NonStructural Fires,Brooklyn,249,3:50
2014/11,NonStructural Fires,Queens,215,4:30
2014/11,Structural Fires,New York City,2562,4:11
2014/11,Structural Fires,Manhattan,561,4:16
2014/11,Structural Fires,Bronx,574,4:20
2014/11,Structural Fires,Staten Island,134,4:36
2014/11,Structural Fires,Brooklyn,777,3:44
2014/11,Structural Fires,Queens,516,4:29
2014/10,All Fire/Emergency Incidents,New York City,45249,4:43
2014/10,All Fire/Emergency Incidents,Manhattan,12617,4:58
2014/10,All Fire/Emergency Incidents,Bronx,9077,4:55
2014/10,All Fire/Emergency Incidents,Staten Island,2258,4:51
2014/10,All Fire/Emergency Incidents,Brooklyn,12485,4:10
2014/10,All Fire/Emergency Incidents,Queens,8812,4:56
2014/10,False Alarm,New York City,1692,4:41
2014/10,False Alarm,Manhattan,383,5:13
2014/10,False Alarm,Bronx,379,4:46
2014/10,False Alarm,Staten Island,152,4:38
2014/10,False Alarm,Brooklyn,421,4:05
2014/10,False Alarm,Queens,357,4:46
2014/10,Medical Emergencies,New York City,21130,4:23
2014/10,Medical Emergencies,Manhattan,5936,4:34
2014/10,Medical Emergencies,Bronx,4112,4:32
2014/10,Medical Emergencies,Staten Island,968,4:39
2014/10,Medical Emergencies,Brooklyn,5994,3:57
2014/10,Medical Emergencies,Queens,4120,4:35
2014/10,Medical False Alarm,New York City,257,4:23
2014/10,Medical False Alarm,Manhattan,67,4:51
2014/10,Medical False Alarm,Bronx,46,4:28
2014/10,Medical False Alarm,Staten Island,11,4:13
2014/10,Medical False Alarm,Brooklyn,78,3:50
2014/10,Medical False Alarm,Queens,55,4:35
2014/10,NonMedical Emergencies,New York City,18892,5:05
2014/10,NonMedical Emergencies,Manhattan,5420,5:20
2014/10,NonMedical Emergencies,Bronx,3905,5:20
2014/10,NonMedical Emergencies,Staten Island,923,5:08
2014/10,NonMedical Emergencies,Brooklyn,5062,4:28
2014/10,NonMedical Emergencies,Queens,3582,5:20
2014/10,NonStructural Fires,New York City,865,4:25
2014/10,NonStructural Fires,Manhattan,245,4:40
2014/10,NonStructural Fires,Bronx,143,4:42
2014/10,NonStructural Fires,Staten Island,63,4:44
2014/10,NonStructural Fires,Brooklyn,221,3:46
2014/10,NonStructural Fires,Queens,193,4:31
2014/10,Structural Fires,New York City,2413,4:14
2014/10,Structural Fires,Manhattan,566,4:21
2014/10,Structural Fires,Bronx,492,4:20
2014/10,Structural Fires,Staten Island,141,4:35
2014/10,Structural Fires,Brooklyn,709,3:43
2014/10,Structural Fires,Queens,505,4:37
2014/09,All Fire/Emergency Incidents,New York City,42835,4:43
2014/09,All Fire/Emergency Incidents,Manhattan,12225,4:56
2014/09,All Fire/Emergency Incidents,Bronx,8441,4:55
2014/09,All Fire/Emergency Incidents,Staten Island,2073,4:43
2014/09,All Fire/Emergency Incidents,Brooklyn,11763,4:12
2014/09,All Fire/Emergency Incidents,Queens,8333,4:54
2014/09,False Alarm,New York City,1629,4:36
2014/09,False Alarm,Manhattan,371,4:52
2014/09,False Alarm,Bronx,390,4:38
2014/09,False Alarm,Staten Island,97,4:49
2014/09,False Alarm,Brooklyn,381,4:07
2014/09,False Alarm,Queens,390,4:42
2014/09,Medical Emergencies,New York City,20573,4:22
2014/09,Medical Emergencies,Manhattan,5793,4:32
2014/09,Medical Emergencies,Bronx,3930,4:32
2014/09,Medical Emergencies,Staten Island,961,4:29
2014/09,Medical Emergencies,Brooklyn,5794,3:57
2014/09,Medical Emergencies,Queens,4095,4:32
2014/09,Medical False Alarm,New York City,302,4:22
2014/09,Medical False Alarm,Manhattan,90,4:46
2014/09,Medical False Alarm,Bronx,52,4:14
2014/09,Medical False Alarm,Staten Island,11,4:30
2014/09,Medical False Alarm,Brooklyn,97,3:53
2014/09,Medical False Alarm,Queens,52,4:41
2014/09,NonMedical Emergencies,New York City,17332,5:07
2014/09,NonMedical Emergencies,Manhattan,5208,5:18
2014/09,NonMedical Emergencies,Bronx,3462,5:24
2014/09,NonMedical Emergencies,Staten Island,832,4:56
2014/09,NonMedical Emergencies,Brooklyn,4638,4:34
2014/09,NonMedical Emergencies,Queens,3192,5:22
2014/09,NonStructural Fires,New York City,1022,4:19
2014/09,NonStructural Fires,Manhattan,274,4:35
2014/09,NonStructural Fires,Bronx,190,4:36
2014/09,NonStructural Fires,Staten Island,84,4:46
2014/09,NonStructural Fires,Brooklyn,257,3:42
2014/09,NonStructural Fires,Queens,217,4:19
2014/09,Structural Fires,New York City,1977,4:11
2014/09,Structural Fires,Manhattan,489,4:20
2014/09,Structural Fires,Bronx,417,4:09
2014/09,Structural Fires,Staten Island,88,4:41
2014/09,Structural Fires,Brooklyn,596,3:44
2014/09,Structural Fires,Queens,387,4:37
2014/08,All Fire/Emergency Incidents,New York City,43472,4:39
2014/08,All Fire/Emergency Incidents,Manhattan,12000,4:49
2014/08,All Fire/Emergency Incidents,Bronx,8753,4:57
2014/08,All Fire/Emergency Incidents,Staten Island,2047,4:46
2014/08,All Fire/Emergency Incidents,Brooklyn,12060,4:09
2014/08,All Fire/Emergency Incidents,Queens,8612,4:50
2014/08,False Alarm,New York City,1856,4:32
2014/08,False Alarm,Manhattan,421,4:45
2014/08,False Alarm,Bronx,444,4:43
2014/08,False Alarm,Staten Island,136,4:44
2014/08,False Alarm,Brooklyn,406,4:04
2014/08,False Alarm,Queens,449,4:32
2014/08,Medical Emergencies,New York City,20395,4:16
2014/08,Medical Emergencies,Manhattan,5751,4:21
2014/08,Medical Emergencies,Bronx,3839,4:27
2014/08,Medical Emergencies,Staten Island,887,4:29
2014/08,Medical Emergencies,Brooklyn,5925,3:55
2014/08,Medical Emergencies,Queens,3993,4:27
2014/08,Medical False Alarm,New York City,297,4:20
2014/08,Medical False Alarm,Manhattan,77,4:38
2014/08,Medical False Alarm,Bronx,61,4:28
2014/08,Medical False Alarm,Staten Island,11,4:28
2014/08,Medical False Alarm,Brooklyn,96,3:56
2014/08,Medical False Alarm,Queens,52,4:28
2014/08,NonMedical Emergencies,New York City,17849,5:05
2014/08,NonMedical Emergencies,Manhattan,5029,5:15
2014/08,NonMedical Emergencies,Bronx,3818,5:26
2014/08,NonMedical Emergencies,Staten Island,827,5:05
2014/08,NonMedical Emergencies,Brooklyn,4722,4:29
2014/08,NonMedical Emergencies,Queens,3453,5:19
2014/08,NonStructural Fires,New York City,1130,4:26
2014/08,NonStructural Fires,Manhattan,274,4:43
2014/08,NonStructural Fires,Bronx,185,4:21
2014/08,NonStructural Fires,Staten Island,86,4:31
2014/08,NonStructural Fires,Brooklyn,320,4:02
2014/08,NonStructural Fires,Queens,265,4:37
2014/08,Structural Fires,New York City,1945,4:06
2014/08,Structural Fires,Manhattan,448,4:15
2014/08,Structural Fires,Bronx,406,4:22
2014/08,Structural Fires,Staten Island,100,4:32
2014/08,Structural Fires,Brooklyn,591,3:33
2014/08,Structural Fires,Queens,400,4:23
2014/07,All Fire/Emergency Incidents,New York City,44793,4:44
2014/07,All Fire/Emergency Incidents,Manhattan,12381,4:55
2014/07,All Fire/Emergency Incidents,Bronx,9051,5:00
2014/07,All Fire/Emergency Incidents,Staten Island,2290,4:49
2014/07,All Fire/Emergency Incidents,Brooklyn,12211,4:14
2014/07,All Fire/Emergency Incidents,Queens,8860,4:52
2014/07,False Alarm,New York City,2018,4:36
2014/07,False Alarm,Manhattan,475,4:53
2014/07,False Alarm,Bronx,554,4:35
2014/07,False Alarm,Staten Island,157,4:41
2014/07,False Alarm,Brooklyn,436,4:23
2014/07,False Alarm,Queens,396,4:33
2014/07,Medical Emergencies,New York City,19834,4:16
2014/07,Medical Emergencies,Manhattan,5428,4:23
2014/07,Medical Emergencies,Bronx,3723,4:29
2014/07,Medical Emergencies,Staten Island,968,4:29
2014/07,Medical Emergencies,Brooklyn,5791,3:54
2014/07,Medical Emergencies,Queens,3924,4:25
2014/07,Medical False Alarm,New York City,308,4:28
2014/07,Medical False Alarm,Manhattan,99,4:16
2014/07,Medical False Alarm,Bronx,63,4:40
2014/07,Medical False Alarm,Staten Island,16,4:54
2014/07,Medical False Alarm,Brooklyn,80,4:17
2014/07,Medical False Alarm,Queens,50,4:49
2014/07,NonMedical Emergencies,New York City,19507,5:11
2014/07,NonMedical Emergencies,Manhattan,5675,5:20
2014/07,NonMedical Emergencies,Bronx,4079,5:31
2014/07,NonMedical Emergencies,Staten Island,982,5:09
2014/07,NonMedical Emergencies,Brooklyn,4957,4:38
2014/07,NonMedical Emergencies,Queens,3814,5:20
2014/07,NonStructural Fires,New York City,1240,4:26
2014/07,NonStructural Fires,Manhattan,313,4:32
2014/07,NonStructural Fires,Bronx,215,4:30
2014/07,NonStructural Fires,Staten Island,79,4:42
2014/07,NonStructural Fires,Brooklyn,352,4:02
2014/07,NonStructural Fires,Queens,281,4:40
2014/07,Structural Fires,New York City,1886,4:06
2014/07,Structural Fires,Manhattan,391,4:16
2014/07,Structural Fires,Bronx,417,4:17
2014/07,Structural Fires,Staten Island,88,4:28
2014/07,Structural Fires,Brooklyn,595,3:37
2014/07,Structural Fires,Queens,395,4:25
2014/06,All Fire/Emergency Incidents,New York City,43501,4:42
2014/06,All Fire/Emergency Incidents,Manhattan,12145,4:54
2014/06,All Fire/Emergency Incidents,Bronx,8737,4:56
2014/06,All Fire/Emergency Incidents,Staten Island,2196,4:50
2014/06,All Fire/Emergency Incidents,Brooklyn,12073,4:10
2014/06,All Fire/Emergency Incidents,Queens,8350,4:53
2014/06,False Alarm,New York City,1912,4:29
2014/06,False Alarm,Manhattan,440,4:39
2014/06,False Alarm,Bronx,490,4:38
2014/06,False Alarm,Staten Island,169,4:37
2014/06,False Alarm,Brooklyn,433,4:04
2014/06,False Alarm,Queens,380,4:31
2014/06,Medical Emergencies,New York City,19940,4:18
2014/06,Medical Emergencies,Manhattan,5548,4:28
2014/06,Medical Emergencies,Bronx,3818,4:26
2014/06,Medical Emergencies,Staten Island,899,4:36
2014/06,Medical Emergencies,Brooklyn,5801,3:55
2014/06,Medical Emergencies,Queens,3874,4:29
2014/06,Medical False Alarm,New York City,315,4:23
2014/06,Medical False Alarm,Manhattan,61,4:22
2014/06,Medical False Alarm,Bronx,70,4:50
2014/06,Medical False Alarm,Staten Island,12,4:21
2014/06,Medical False Alarm,Brooklyn,118,3:51
2014/06,Medical False Alarm,Queens,54,4:59
2014/06,NonMedical Emergencies,New York City,18151,5:08
2014/06,NonMedical Emergencies,Manhattan,5334,5:19
2014/06,NonMedical Emergencies,Bronx,3734,5:28
2014/06,NonMedical Emergencies,Staten Island,921,5:07
2014/06,NonMedical Emergencies,Brooklyn,4773,4:32
2014/06,NonMedical Emergencies,Queens,3389,5:21
2014/06,NonStructural Fires,New York City,1254,4:18
2014/06,NonStructural Fires,Manhattan,331,4:21
2014/06,NonStructural Fires,Bronx,191,4:40
2014/06,NonStructural Fires,Staten Island,89,4:38
2014/06,NonStructural Fires,Brooklyn,354,3:41
2014/06,NonStructural Fires,Queens,289,4:38
2014/06,Structural Fires,New York City,1929,4:06
2014/06,Structural Fires,Manhattan,431,4:17
2014/06,Structural Fires,Bronx,434,4:12
2014/06,Structural Fires,Staten Island,106,4:39
2014/06,Structural Fires,Brooklyn,594,3:37
2014/06,Structural Fires,Queens,364,4:24
2014/05,All Fire/Emergency Incidents,New York City,43424,4:41
2014/05,All Fire/Emergency Incidents,Manhattan,12068,4:55
2014/05,All Fire/Emergency Incidents,Bronx,8505,4:54
2014/05,All Fire/Emergency Incidents,Staten Island,2176,4:45
2014/05,All Fire/Emergency Incidents,Brooklyn,12200,4:10
2014/05,All Fire/Emergency Incidents,Queens,8475,4:53
2014/05,False Alarm,New York City,1769,4:36
2014/05,False Alarm,Manhattan,394,4:58
2014/05,False Alarm,Bronx,434,4:45
2014/05,False Alarm,Staten Island,121,4:40
2014/05,False Alarm,Brooklyn,434,4:04
2014/05,False Alarm,Queens,386,4:37
2014/05,Medical Emergencies,New York City,19264,4:18
2014/05,Medical Emergencies,Manhattan,5303,4:29
2014/05,Medical Emergencies,Bronx,3649,4:28
2014/05,Medical Emergencies,Staten Island,899,4:24
2014/05,Medical Emergencies,Brooklyn,5612,3:55
2014/05,Medical Emergencies,Queens,3801,4:30
2014/05,Medical False Alarm,New York City,289,4:19
2014/05,Medical False Alarm,Manhattan,71,4:34
2014/05,Medical False Alarm,Bronx,53,4:15
2014/05,Medical False Alarm,Staten Island,11,5:03
2014/05,Medical False Alarm,Brooklyn,98,3:48
2014/05,Medical False Alarm,Queens,56,4:49
2014/05,NonMedical Emergencies,New York City,18789,5:05
2014/05,NonMedical Emergencies,Manhattan,5571,5:17
2014/05,NonMedical Emergencies,Bronx,3714,5:22
2014/05,NonMedical Emergencies,Staten Island,936,5:03
2014/05,NonMedical Emergencies,Brooklyn,5048,4:31
2014/05,NonMedical Emergencies,Queens,3520,5:18
2014/05,NonStructural Fires,New York City,1119,4:25
2014/05,NonStructural Fires,Manhattan,259,4:36
